Ano Censo,Categoria Administrativa,Sub Categoria Administrativa,Id Categoria Administrativa,Número de Vínculos de Alunos,Região,UF,Nome Região
2012,PÚBLICA,FEDERAL,1,28885,CENTRO-OESTE,DISTRITO FEDERAL,CENTRO-OESTE
2012,PÚBLICA,FEDERAL,1,29266,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2012,PÚBLICA,FEDERAL,1,22774,CENTRO-OESTE,MATO GROSSO,CENTRO-OESTE
2012,PÚBLICA,FEDERAL,1,21412,CENTRO-OESTE,MATO GROSSO DO SUL,CENTRO-OESTE
2012,PÚBLICA,FEDERAL,1,31754,NORDESTE,ALAGOAS,NORDESTE
2012,PÚBLICA,FEDERAL,1,41828,NORDESTE,BAHIA,NORDESTE
2012,PÚBLICA,FEDERAL,1,38508,NORDESTE,CEARÁ,NORDESTE
2012,PÚBLICA,FEDERAL,1,25277,NORDESTE,MARANHÃO,NORDESTE
2012,PÚBLICA,FEDERAL,1,51733,NORDESTE,PARAÍBA,NORDESTE
2012,PÚBLICA,FEDERAL,1,48371,NORDESTE,PERNAMBUCO,NORDESTE
2012,PÚBLICA,FEDERAL,1,34982,NORDESTE,PIAUÍ,NORDESTE
2012,PÚBLICA,FEDERAL,1,36793,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2012,PÚBLICA,FEDERAL,1,30373,NORDESTE,SERGIPE,NORDESTE
2012,PÚBLICA,FEDERAL,1,11662,NORTE,ACRE,NORTE
2012,PÚBLICA,FEDERAL,1,6467,NORTE,AMAPÁ,NORTE
2012,PÚBLICA,FEDERAL,1,29493,NORTE,AMAZONAS,NORTE
2012,PÚBLICA,FEDERAL,1,56557,NORTE,PARÁ,NORTE
2012,PÚBLICA,FEDERAL,1,9715,NORTE,RONDÔNIA,NORTE
2012,PÚBLICA,FEDERAL,1,7795,NORTE,RORAIMA,NORTE
2012,PÚBLICA,FEDERAL,1,17707,NORTE,TOCANTINS,NORTE
2012,PÚBLICA,FEDERAL,1,26103,SUDESTE,ESPÍRITO SANTO,SUDESTE
2012,PÚBLICA,FEDERAL,1,151530,SUDESTE,MINAS GERAIS,SUDESTE
2012,PÚBLICA,FEDERAL,1,114994,SUDESTE,RIO DE JANEIRO,SUDESTE
2012,PÚBLICA,FEDERAL,1,38452,SUDESTE,SÃO PAULO,SUDESTE
2012,PÚBLICA,FEDERAL,1,55759,SUL,PARANÁ,SUL
2012,PÚBLICA,FEDERAL,1,88555,SUL,RIO GRANDE DO SUL,SUL
2012,PÚBLICA,FEDERAL,1,30668,SUL,SANTA CATARINA,SUL
2012,PÚBLICA,ESTADUAL,2,715,CENTRO-OESTE,DISTRITO FEDERAL,CENTRO-OESTE
2012,PÚBLICA,ESTADUAL,2,18412,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2012,PÚBLICA,ESTADUAL,2,14197,CENTRO-OESTE,MATO GROSSO,CENTRO-OESTE
2012,PÚBLICA,ESTADUAL,2,7806,CENTRO-OESTE,MATO GROSSO DO SUL,CENTRO-OESTE
2012,PÚBLICA,ESTADUAL,2,8641,NORDESTE,ALAGOAS,NORDESTE
2012,PÚBLICA,ESTADUAL,2,58081,NORDESTE,BAHIA,NORDESTE
2012,PÚBLICA,ESTADUAL,2,37408,NORDESTE,CEARÁ,NORDESTE
2012,PÚBLICA,ESTADUAL,2,25412,NORDESTE,MARANHÃO,NORDESTE
2012,PÚBLICA,ESTADUAL,2,18372,NORDESTE,PARAÍBA,NORDESTE
2012,PÚBLICA,ESTADUAL,2,17520,NORDESTE,PERNAMBUCO,NORDESTE
2012,PÚBLICA,ESTADUAL,2,14945,NORDESTE,PIAUÍ,NORDESTE
2012,PÚBLICA,ESTADUAL,2,11505,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2012,PÚBLICA,ESTADUAL,2,34,NORDESTE,SERGIPE,NORDESTE
2012,PÚBLICA,ESTADUAL,2,2358,NORTE,AMAPÁ,NORTE
2012,PÚBLICA,ESTADUAL,2,23156,NORTE,AMAZONAS,NORTE
2012,PÚBLICA,ESTADUAL,2,10089,NORTE,PARÁ,NORTE
2012,PÚBLICA,ESTADUAL,2,5162,NORTE,RORAIMA,NORTE
2012,PÚBLICA,ESTADUAL,2,33162,NORTE,TOCANTINS,NORTE
2012,PÚBLICA,ESTADUAL,2,310,SUDESTE,ESPÍRITO SANTO,SUDESTE
2012,PÚBLICA,ESTADUAL,2,17976,SUDESTE,MINAS GERAIS,SUDESTE
2012,PÚBLICA,ESTADUAL,2,34253,SUDESTE,RIO DE JANEIRO,SUDESTE
2012,PÚBLICA,ESTADUAL,2,172988,SUDESTE,SÃO PAULO,SUDESTE
2012,PÚBLICA,ESTADUAL,2,78300,SUL,PARANÁ,SUL
2012,PÚBLICA,ESTADUAL,2,2228,SUL,RIO GRANDE DO SUL,SUL
2012,PÚBLICA,ESTADUAL,2,12253,SUL,SANTA CATARINA,SUL
2012,PÚBLICA,MUNICIPAL,3,1130,CENTRO-OESTE,DISTRITO FEDERAL,CENTRO-OESTE
2012,PÚBLICA,MUNICIPAL,3,10622,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2012,PÚBLICA,MUNICIPAL,3,749,CENTRO-OESTE,MATO GROSSO,CENTRO-OESTE
2012,PÚBLICA,MUNICIPAL,3,195,CENTRO-OESTE,MATO GROSSO DO SUL,CENTRO-OESTE
2012,PÚBLICA,MUNICIPAL,3,27,NORDESTE,ALAGOAS,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,216,NORDESTE,BAHIA,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,155,NORDESTE,CEARÁ,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,88,NORDESTE,MARANHÃO,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,58,NORDESTE,PARAÍBA,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,21259,NORDESTE,PERNAMBUCO,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,72,NORDESTE,PIAUÍ,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,60,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,36,NORDESTE,SERGIPE,NORDESTE
2012,PÚBLICA,MUNICIPAL,3,66,NORTE,ACRE,NORTE
2012,PÚBLICA,MUNICIPAL,3,21,NORTE,AMAPÁ,NORTE
2012,PÚBLICA,MUNICIPAL,3,345,NORTE,AMAZONAS,NORTE
2012,PÚBLICA,MUNICIPAL,3,218,NORTE,PARÁ,NORTE
2012,PÚBLICA,MUNICIPAL,3,83,NORTE,RONDÔNIA,NORTE
2012,PÚBLICA,MUNICIPAL,3,41,NORTE,RORAIMA,NORTE
2012,PÚBLICA,MUNICIPAL,3,7967,NORTE,TOCANTINS,NORTE
2012,PÚBLICA,MUNICIPAL,3,691,SUDESTE,ESPÍRITO SANTO,SUDESTE
2012,PÚBLICA,MUNICIPAL,3,2222,SUDESTE,MINAS GERAIS,SUDESTE
2012,PÚBLICA,MUNICIPAL,3,1778,SUDESTE,RIO DE JANEIRO,SUDESTE
2012,PÚBLICA,MUNICIPAL,3,42757,SUDESTE,SÃO PAULO,SUDESTE
2012,PÚBLICA,MUNICIPAL,3,3832,SUL,PARANÁ,SUL
2012,PÚBLICA,MUNICIPAL,3,2191,SUL,RIO GRANDE DO SUL,SUL
2012,PÚBLICA,MUNICIPAL,3,87801,SUL,SANTA CATARINA,SUL
2012,PRIVADA,PRIVADA,4,160347,CENTRO-OESTE,DISTRITO FEDERAL,CENTRO-OESTE
2012,PRIVADA,PRIVADA,4,166622,CENTRO-OESTE,GOIÁS,CENTRO-OESTE
2012,PRIVADA,PRIVADA,4,100249,CENTRO-OESTE,MATO GROSSO,CENTRO-OESTE
2012,PRIVADA,PRIVADA,4,83060,CENTRO-OESTE,MATO GROSSO DO SUL,CENTRO-OESTE
2012,PRIVADA,PRIVADA,4,51833,NORDESTE,ALAGOAS,NORDESTE
2012,PRIVADA,PRIVADA,4,267455,NORDESTE,BAHIA,NORDESTE
2012,PRIVADA,PRIVADA,4,132727,NORDESTE,CEARÁ,NORDESTE
2012,PRIVADA,PRIVADA,4,70954,NORDESTE,MARANHÃO,NORDESTE
2012,PRIVADA,PRIVADA,4,49636,NORDESTE,PARAÍBA,NORDESTE
2012,PRIVADA,PRIVADA,4,147664,NORDESTE,PERNAMBUCO,NORDESTE
2012,PRIVADA,PRIVADA,4,51321,NORDESTE,PIAUÍ,NORDESTE
2012,PRIVADA,PRIVADA,4,63183,NORDESTE,RIO GRANDE DO NORTE,NORDESTE
2012,PRIVADA,PRIVADA,4,46544,NORDESTE,SERGIPE,NORDESTE
2012,PRIVADA,PRIVADA,4,18034,NORTE,ACRE,NORTE
2012,PRIVADA,PRIVADA,4,19903,NORTE,AMAPÁ,NORTE
2012,PRIVADA,PRIVADA,4,89751,NORTE,AMAZONAS,NORTE
2012,PRIVADA,PRIVADA,4,103541,NORTE,PARÁ,NORTE
2012,PRIVADA,PRIVADA,4,48761,NORTE,RONDÔNIA,NORTE
2012,PRIVADA,PRIVADA,4,13781,NORTE,RORAIMA,NORTE
2012,PRIVADA,PRIVADA,4,30668,NORTE,TOCANTINS,NORTE
2012,PRIVADA,PRIVADA,4,107942,SUDESTE,ESPÍRITO SANTO,SUDESTE
2012,PRIVADA,PRIVADA,4,556125,SUDESTE,MINAS GERAIS,SUDESTE
2012,PRIVADA,PRIVADA,4,448707,SUDESTE,RIO DE JANEIRO,SUDESTE
2012,PRIVADA,PRIVADA,4,1509420,SUDESTE,SÃO PAULO,SUDESTE
2012,PRIVADA,PRIVADA,4,301401,SUL,PARANÁ,SUL
2012,PRIVADA,PRIVADA,4,349072,SUL,RIO GRANDE DO SUL,SUL
2012,PRIVADA,PRIVADA,4,151611,SUL,SANTA CATARINA,SUL
